Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
FAT3		1	1	127	0.8%	No
CCDC125		2	2	127	1.6%	No
NEDD1		1	1	127	0.8%	No
CNBD1		1	1	127	0.8%	No
OR5H1		1	1	127	0.8%	No
LDLRAD1		2	2	127	1.6%	No
CD300LD-AS1		1	1	127	0.8%	No
TLCD5		1	1	127	0.8%	No
LIMCH1		1	1	127	0.8%	No
RIMS1		1	1	127	0.8%	No
ZSWIM4		1	1	127	0.8%	No
RIN3		2	2	127	1.6%	No
CEP152		2	2	127	1.6%	No
KRTAP21-3		1	1	127	0.8%	No
TTC39A		1	1	127	0.8%	No
L1TD1		1	1	127	0.8%	No
ZNF672		2	2	127	1.6%	No
COX6A1		1	1	127	0.8%	No
GGNBP2		1	1	127	0.8%	No
ATP8B4		1	1	127	0.8%	No
GDI2		2	2	127	1.6%	No
ZNF613		1	1	127	0.8%	No
GDI1		1	1	127	0.8%	No
ZBTB2		1	1	127	0.8%	No
PRR5L		1	1	127	0.8%	No
SIMC1		1	1	127	0.8%	No
FADS3		1	1	127	0.8%	No
LMAN1		2	1	127	0.8%	No
DPP10		1	1	127	0.8%	No
TPCN2		1	1	127	0.8%	No
PCED1B		1	1	127	0.8%	No
LRRN1		1	1	127	0.8%	No
PSMD1		4	4	127	3.1%	No
EP400		3	3	127	2.4%	Yes
FBXO41		1	1	127	0.8%	No
GGT1		2	1	127	0.8%	No
KRTAP9-8		1	1	127	0.8%	No
PSMD3		1	1	127	0.8%	No
MAP9		1	1	127	0.8%	No
LRCH2		1	1	127	0.8%	No
GFPT1		1	1	127	0.8%	No
MRPL21		1	1	127	0.8%	No
PSMC3		1	1	127	0.8%	No
CPLANE1		1	1	127	0.8%	No
PAXIP1		1	1	127	0.8%	No
PYCR3		1	1	127	0.8%	No
NT5C2		1	1	127	0.8%	Yes
EFR3B		2	2	127	1.6%	No
C8ORF33		1	1	127	0.8%	No
WNK2		1	1	127	0.8%	No
WNK3		4	4	127	3.1%	No
NUTM2B		1	1	127	0.8%	Yes
CPB2		1	1	127	0.8%	No
INS-IGF2		1	1	127	0.8%	No
MYH7B		1	1	127	0.8%	No
SPRTN		1	1	127	0.8%	Yes
PSMD12		1	1	127	0.8%	No
STK40		1	1	127	0.8%	Yes
TTC30B		1	1	127	0.8%	No
USP28		2	2	127	1.6%	No
CPA1		1	1	127	0.8%	No
SEPTIN12		1	1	127	0.8%	No
CP		1	1	127	0.8%	No
ZSWIM5		1	1	127	0.8%	No
LILRB5		1	1	127	0.8%	No
SF3B2		1	1	127	0.8%	No
NCOA7		1	1	127	0.8%	No
ILVBL		1	1	127	0.8%	No
COA7		1	1	127	0.8%	No
PHF12		1	1	127	0.8%	No
MYH15		2	1	127	0.8%	No
CRIPAK		2	2	127	1.6%	No
UBXN11		1	1	127	0.8%	No
CPT1A		1	1	127	0.8%	No
CPS1		1	1	127	0.8%	Yes
TCF25		1	1	127	0.8%	No
NINL		3	3	127	2.4%	No
ACIN1		1	1	127	0.8%	No
SORCS3		2	2	127	1.6%	No
PTEN	2.690e-12	9	9	127	7.1%	Yes
CPN1		1	1	127	0.8%	No
CPM		1	1	127	0.8%	No
CALCOCO1		1	1	127	0.8%	No
CLDN3		1	1	127	0.8%	No
ZNF438		2	2	127	1.6%	No
PSPH		1	1	127	0.8%	No
OR4N4		1	1	127	0.8%	No
FAM83G		1	1	127	0.8%	No
PTBP1		2	2	127	1.6%	No
TAS2R38		1	1	127	0.8%	No
PTCH1		1	1	127	0.8%	Yes
CDCA2		1	1	127	0.8%	No
SCMH1		1	1	127	0.8%	No
CRAT		1	1	127	0.8%	No
PHRF1		1	1	127	0.8%	No
SLC4A1AP		1	1	127	0.8%	No
CR2		1	1	127	0.8%	No
FCAMR		2	2	127	1.6%	No
CR1L		1	1	127	0.8%	No
CR1		1	1	127	0.8%	No
FERMT2		1	1	127	0.8%	No
USP29		2	2	127	1.6%	No
RMND1		2	2	127	1.6%	No
PTGER4		1	1	127	0.8%	No
HERC6		1	1	127	0.8%	No
ASCC3		1	1	127	0.8%	No
RAB19		1	1	127	0.8%	No
KIAA2013		1	1	127	0.8%	No
ZNF689		2	2	127	1.6%	No
MPEG1		1	1	127	0.8%	Yes
CRHR1		2	1	127	0.8%	No
PARPBP		1	1	127	0.8%	No
HSPA12B		1	1	127	0.8%	No
C2ORF69		1	1	127	0.8%	No
MCUB		1	1	127	0.8%	No
GPAM		1	1	127	0.8%	No
TSSK1B		1	1	127	0.8%	No
ALS2		1	1	127	0.8%	No
POTEJ		1	1	127	0.8%	No
C14ORF119		1	1	127	0.8%	No
RNF213		1	1	127	0.8%	Yes
CREBBP		2	2	127	1.6%	Yes
SNAP47		1	1	127	0.8%	No
ATF2		1	1	127	0.8%	No
PTH1R		1	1	127	0.8%	No
COPS6		2	2	127	1.6%	No
CCNI		1	1	127	0.8%	No
PEBP4		1	1	127	0.8%	No
POMZP3		1	1	127	0.8%	No
MYO1B		1	1	127	0.8%	No
SCAP		1	1	127	0.8%	No
OR5A2		1	1	127	0.8%	No
CHD8		1	1	127	0.8%	No
ZDBF2		1	1	127	0.8%	No
MARCHF8		1	1	127	0.8%	No
PDIA5		2	2	127	1.6%	No
SLCO4A1		1	1	127	0.8%	No
ZSWIM6		1	1	127	0.8%	No
ARX		1	1	127	0.8%	No
SLCO3A1		1	1	127	0.8%	No
BANK1		1	1	127	0.8%	No
PHIP		2	2	127	1.6%	No
ZBTB26		1	1	127	0.8%	No
PNRC1		1	1	127	0.8%	Yes
CACHD1		1	1	127	0.8%	No
PTK7		1	1	127	0.8%	Yes
TWF1		1	1	127	0.8%	No
ABRA		2	2	127	1.6%	No
FAM13C		1	1	127	0.8%	No
PLXNA4		1	1	127	0.8%	No
PTGR1		1	1	127	0.8%	No
PTPN3		1	1	127	0.8%	No
KIAA1586		1	1	127	0.8%	No
MAGEE1		1	1	127	0.8%	No
USP47		1	1	127	0.8%	No
SHANK2		2	2	127	1.6%	No
FBXO34		1	1	127	0.8%	No
TNRC6C		2	2	127	1.6%	No
SLC4A11		2	2	127	1.6%	No
NOL8		1	1	127	0.8%	No
HLA-C		1	1	127	0.8%	Yes
MOCOS		1	1	127	0.8%	No
HLA-B		1	1	127	0.8%	Yes
RAB40B		1	1	127	0.8%	No
GRXCR1		1	1	127	0.8%	No
HLA-A		4	3	127	2.4%	Yes
CCDC88C		3	2	127	1.6%	No
CDCA4		1	1	127	0.8%	No
FANCM		1	1	127	0.8%	No
PTCD3		1	1	127	0.8%	No
KLHL33		1	1	127	0.8%	No
MSH2		1	1	127	0.8%	Yes
MSH3		1	1	127	0.8%	Yes
ERP29		1	1	127	0.8%	No
MSH5		1	1	127	0.8%	No
PTPN13		2	1	127	0.8%	Yes
IQCH		1	1	127	0.8%	No
ZNF485		1	1	127	0.8%	No
HMGB4		1	1	127	0.8%	No
SLC44A1		1	1	127	0.8%	No
HLA-DQB1		1	1	127	0.8%	No
ARFRP1		1	1	127	0.8%	Yes
IL1RL2		2	2	127	1.6%	No
ARHGAP15		1	1	127	0.8%	No
HMGCLL1		1	1	127	0.8%	No
PCDH18		1	1	127	0.8%	No
WWC3		1	1	127	0.8%	No
ZNF48		1	1	127	0.8%	No
EHMT1		3	3	127	2.4%	No
DDX4		2	2	127	1.6%	Yes
TLE6		1	1	127	0.8%	No
PTPN7		1	1	127	0.8%	No
CELA3A		1	1	127	0.8%	No
NAMPT		1	1	127	0.8%	No
RBM12		2	2	127	1.6%	No
PUS7		1	1	127	0.8%	No
PTPRF		2	1	127	0.8%	No
PTPRH		1	1	127	0.8%	No
INPP4B		1	1	127	0.8%	Yes
PTPRJ		2	1	127	0.8%	No
PTPRK		2	2	127	1.6%	Yes
HLA-F		2	2	127	1.6%	No
ANO9		1	1	127	0.8%	No
RTCB		1	1	127	0.8%	No
HLA-DRB5		1	1	127	0.8%	No
SH3D19		1	1	127	0.8%	No
SF3B3		1	1	127	0.8%	No
WDR44		2	2	127	1.6%	No
TEX2		1	1	127	0.8%	No
SF3B1	2.690e-12	4	4	127	3.1%	Yes
NELFCD		2	2	127	1.6%	No
CCDC93		1	1	127	0.8%	No
PSENEN		1	1	127	0.8%	No
CARF		1	1	127	0.8%	No
ATP6V1B1		1	1	127	0.8%	No
PTPRA		2	2	127	1.6%	No
CLEC3A		1	1	127	0.8%	No
PTPRB		1	1	127	0.8%	Yes
CDKL1		2	2	127	1.6%	No
AKAP9		3	3	127	2.4%	No
HHIPL2		1	1	127	0.8%	No
ATP6V0C		1	1	127	0.8%	No
PTPRC		2	1	127	0.8%	Yes
ACOT13		1	1	127	0.8%	No
PTPRD		1	1	127	0.8%	Yes
CCNK		1	1	127	0.8%	No
FAM13A		1	1	127	0.8%	No
FGF18		1	1	127	0.8%	No
SUGP2		1	1	127	0.8%	No
G3BP1		1	1	127	0.8%	No
TTC21B		3	3	127	2.4%	No
SLC7A8		1	1	127	0.8%	No
RYBP		1	1	127	0.8%	Yes
DUSP15		1	1	127	0.8%	No
HMBS		1	1	127	0.8%	No
CYP27C1		1	1	127	0.8%	No
GPR152		1	1	127	0.8%	No
ITGB3BP		1	1	127	0.8%	No
TDRD7		1	1	127	0.8%	No
CEP44		1	1	127	0.8%	No
ASXL3		2	2	127	1.6%	No
MROH2A		4	3	127	2.4%	No
DBNDD2		1	1	127	0.8%	No
ENAM		1	1	127	0.8%	No
MRPL50		2	2	127	1.6%	No
QSER1		1	1	127	0.8%	No
USP53		1	1	127	0.8%	No
PEAK1		1	1	127	0.8%	No
LRRC14B		1	1	127	0.8%	No
HLA-G		1	1	127	0.8%	No
MIER2		1	1	127	0.8%	No
ECHDC1		1	1	127	0.8%	No
PTPRM		1	1	127	0.8%	No
ROBO4		1	1	127	0.8%	No
HDAC8		1	1	127	0.8%	No
LIN7A		1	1	127	0.8%	No
ATP7A		3	3	127	2.4%	No
PTPRN2		1	1	127	0.8%	No
TMC5		1	1	127	0.8%	No
ATP5PO		1	1	127	0.8%	No
RAD50		1	1	127	0.8%	Yes
CCHCR1		1	1	127	0.8%	No
PIP4K2C		1	1	127	0.8%	No
NRP1		1	1	127	0.8%	No
CCDC102B		1	1	127	0.8%	No
IQGAP1		1	1	127	0.8%	No
ATP1B4		1	1	127	0.8%	No
PROM1		1	1	127	0.8%	No
MST1R		4	1	127	0.8%	Yes
CCN4		1	1	127	0.8%	No
HMGCR		3	3	127	2.4%	No
AP4E1		1	1	127	0.8%	No
GPR161		2	2	127	1.6%	No
KRT10-AS1		1	1	127	0.8%	No
RHOQ		2	2	127	1.6%	No
KRT25		1	1	127	0.8%	No
FRY		1	1	127	0.8%	No
OR11H12		1	1	127	0.8%	No
ATP7B		1	1	127	0.8%	No
ASH1L		1	1	127	0.8%	No
HMGB3		1	1	127	0.8%	No
GSDMB		2	2	127	1.6%	No
ATR		2	2	127	1.6%	Yes
ATRX		3	3	127	2.4%	Yes
RC3H2		1	1	127	0.8%	No
KIF1A		1	1	127	0.8%	No
SOCS2		1	1	127	0.8%	Yes
SDK2		2	2	127	1.6%	No
GGH		1	1	127	0.8%	No
RNF32		1	1	127	0.8%	No
RNF186		1	1	127	0.8%	No
OTUD6A		2	2	127	1.6%	No
CCDC152		1	1	127	0.8%	No
METTL8		1	1	127	0.8%	No
DICER1		1	1	127	0.8%	Yes
KAT2B		1	1	127	0.8%	No
OR8B3		1	1	127	0.8%	No
ASAP2		1	1	127	0.8%	No
XRCC5		1	1	127	0.8%	No
CDK5R1		1	1	127	0.8%	No
TAS1R2		1	1	127	0.8%	No
FBXO46		1	1	127	0.8%	No
NOTUM		1	1	127	0.8%	No
GNL3L		1	1	127	0.8%	No
AVPR1B		1	1	127	0.8%	No
EML6		1	1	127	0.8%	No
DDX49		1	1	127	0.8%	No
HMGCS2		1	1	127	0.8%	No
HMGCS1		1	1	127	0.8%	No
MSX2		2	2	127	1.6%	No
XPO1		1	1	127	0.8%	Yes
NEK11		2	2	127	1.6%	No
GOLGA6B		1	1	127	0.8%	No
SGTB		1	1	127	0.8%	No
ZKSCAN7		1	1	127	0.8%	No
XRCC4		1	1	127	0.8%	No
TSC22D1		3	3	127	2.4%	No
KCNH3		1	1	127	0.8%	No
LDB1		1	1	127	0.8%	No
CRB1		1	1	127	0.8%	No
PER2		2	2	127	1.6%	No
PCDH15		3	2	127	1.6%	No
ONECUT1		2	1	127	0.8%	No
SIRT1		1	1	127	0.8%	No
ZFP91		2	2	127	1.6%	No
ZFPM2		3	3	127	2.4%	No
KCNH4		1	1	127	0.8%	No
SPINDOC		1	1	127	0.8%	No
TRIM10		1	1	127	0.8%	No
DLL4		1	1	127	0.8%	No
LINC02905		1	1	127	0.8%	No
APOL5		1	1	127	0.8%	No
FOXA1	2.690e-12	11	9	127	7.1%	Yes
APOL6		1	1	127	0.8%	No
FCGBP		5	5	127	3.9%	No
MFSD13A		1	1	127	0.8%	No
CSPP1		3	3	127	2.4%	No
YY1		1	1	127	0.8%	Yes
HNRNPA2B1		1	1	127	0.8%	Yes
REEP6		1	1	127	0.8%	No
ZBTB14		1	1	127	0.8%	No
ZFX		2	2	127	1.6%	No
ZFPL1		1	1	127	0.8%	No
EML5		2	2	127	1.6%	No
ARHGEF7		2	2	127	1.6%	No
HNRNPH3		1	1	127	0.8%	No
GOLGA6L10		1	1	127	0.8%	No
HNRNPF		1	1	127	0.8%	No
ZNF573		1	1	127	0.8%	No
ADGRB2		1	1	127	0.8%	No
COL24A1		1	1	127	0.8%	No
ADGRB3		1	1	127	0.8%	No
THSD4		1	1	127	0.8%	No
BAK1		1	1	127	0.8%	No
DIP2B		1	1	127	0.8%	No
SDHAF4		1	1	127	0.8%	No
B3GAT2		1	1	127	0.8%	No
EYS		2	2	127	1.6%	No
HNRNPU		2	1	127	0.8%	No
ZNF711		3	3	127	2.4%	No
FUBP1		1	1	127	0.8%	Yes
ZNF3		1	1	127	0.8%	No
ZNF7		1	1	127	0.8%	No
ZNF10		1	1	127	0.8%	No
SLC5A6		2	2	127	1.6%	No
RPS20		1	1	127	0.8%	No
NOP9		1	1	127	0.8%	No
PLEKHG7		1	1	127	0.8%	No
TLX2		1	1	127	0.8%	No
BAX		1	1	127	0.8%	Yes
BBS4		1	1	127	0.8%	No
FAM234B		1	1	127	0.8%	No
BCAT1		1	1	127	0.8%	No
TENT5B		1	1	127	0.8%	No
BCAT2		2	1	127	0.8%	No
JHY		1	1	127	0.8%	No
MXRA8		1	1	127	0.8%	No
TCTN2		1	1	127	0.8%	No
BORA		1	1	127	0.8%	No
SHROOM3		1	1	127	0.8%	No
CPSF7		1	1	127	0.8%	No
SPHK1		1	1	127	0.8%	No
RPS16		1	1	127	0.8%	No
TSHZ3		3	3	127	2.4%	No
VPS18		1	1	127	0.8%	No
EIF2B5		2	2	127	1.6%	No
EIF2S2		2	2	127	1.6%	No
UST		2	2	127	1.6%	No
DCAF8L2		2	2	127	1.6%	No
ZNF16		1	1	127	0.8%	No
OR4D10		1	1	127	0.8%	No
RRAD		1	1	127	0.8%	No
BUD31		1	1	127	0.8%	No
SPATA4		1	1	127	0.8%	No
NUCKS1		1	1	127	0.8%	No
BCHE		1	1	127	0.8%	No
EIF2B4		1	1	127	0.8%	No
LZIC		1	1	127	0.8%	No
C11ORF40		1	1	127	0.8%	No
ZNF385B		1	1	127	0.8%	No
TSPAN5		1	1	127	0.8%	No
MCM3AP		3	3	127	2.4%	No
ZNF12		1	1	127	0.8%	No
NOL7		1	1	127	0.8%	No
RRM2		1	1	127	0.8%	No
ZNF28		3	3	127	2.4%	No
RS1		1	1	127	0.8%	No
C4ORF50		1	1	127	0.8%	No
CCDC115		1	1	127	0.8%	No
PABIR2		1	1	127	0.8%	No
CMSS1		1	1	127	0.8%	No
VPS25		1	1	127	0.8%	No
ACTL6B	1.960e-3	2	2	127	1.6%	No
RREB1		2	2	127	1.6%	No
MUC12		3	3	127	2.4%	No
CRYBG3		2	2	127	1.6%	No
ZSCAN21		2	2	127	1.6%	No
HUWE1		2	2	127	1.6%	No
NUDCD3		1	1	127	0.8%	No
SIK3		2	2	127	1.6%	No
MED13L		3	2	127	1.6%	No
CFAP53		2	2	127	1.6%	No
ZNF780B		1	1	127	0.8%	No
SRGAP2		1	1	127	0.8%	No
SMG5		2	2	127	1.6%	No
AHCYL2		2	2	127	1.6%	No
MAU2		1	1	127	0.8%	No
SPECC1L		3	3	127	2.4%	No
AMOTL2		1	1	127	0.8%	No
ATP9A		1	1	127	0.8%	No
HPS3		1	1	127	0.8%	No
GFM2		1	1	127	0.8%	No
RYR3		7	7	127	5.5%	No
ZNF43		2	2	127	1.6%	No
RYR2		8	6	127	4.7%	No
ZNF45		1	1	127	0.8%	No
CDKL4		1	1	127	0.8%	No
PQBP1		1	1	127	0.8%	No
ZBTB25		1	1	127	0.8%	No
EDIL3		1	1	127	0.8%	No
NCAPH		1	1	127	0.8%	No
WDR13		2	2	127	1.6%	No
ACBD3		1	1	127	0.8%	No
LRRD1		2	2	127	1.6%	No
RYR1		3	3	127	2.4%	No
ZNF41		2	2	127	1.6%	No
ZDHHC17		1	1	127	0.8%	No
ECPAS		1	1	127	0.8%	No
SUCO		1	1	127	0.8%	No
ADNP		8	3	127	2.4%	No
PIP5K1C		1	1	127	0.8%	No
ANAPC7		1	1	127	0.8%	No
CERT1		2	2	127	1.6%	No
KCNK7		1	1	127	0.8%	No
OR5B12		1	1	127	0.8%	No
SMURF2		1	1	127	0.8%	No
CCDC136		1	1	127	0.8%	No
ARHGEF12		2	1	127	0.8%	Yes
SMYD3		2	2	127	1.6%	Yes
LARP1		1	1	127	0.8%	No
PUM2		2	2	127	1.6%	No
YTHDF2		1	1	127	0.8%	No
ZNF629		1	1	127	0.8%	No
HPCAL4		1	1	127	0.8%	No
ARFGAP2		1	1	127	0.8%	No
ZNF778		1	1	127	0.8%	No
DCP1A		2	2	127	1.6%	No
ABCC5		1	1	127	0.8%	No
PCYOX1		1	1	127	0.8%	No
ACSF3		1	1	127	0.8%	No
ASIC3		1	1	127	0.8%	No
KCNB2		1	1	127	0.8%	No
ABCC9		2	2	127	1.6%	No
TRERF1		1	1	127	0.8%	No
FHIP2B		3	3	127	2.4%	No
ZNF235		1	1	127	0.8%	No
GAREM1		1	1	127	0.8%	No
ELOA3P		1	1	127	0.8%	No
KLF4		1	1	127	0.8%	Yes
ZNF574		2	2	127	1.6%	No
UFL1		1	1	127	0.8%	No
GARIN3		1	1	127	0.8%	No
IPPK		1	1	127	0.8%	No
APLF		1	1	127	0.8%	No
ICE1		2	2	127	1.6%	No
S100A9		1	1	127	0.8%	No
MEAF6		1	1	127	0.8%	No
MROH7		1	1	127	0.8%	No
LCMT1		1	1	127	0.8%	No
ARMC12		1	1	127	0.8%	No
LRRK2		4	4	127	3.1%	Yes
BDP1		1	1	127	0.8%	No
REV1		1	1	127	0.8%	No
RHCG		1	1	127	0.8%	No
ADCY10		2	1	127	0.8%	No
WDR90		1	1	127	0.8%	Yes
DOK5		1	1	127	0.8%	No
TRIP12		1	1	127	0.8%	No
SALL2		2	2	127	1.6%	No
TRIP11		1	1	127	0.8%	Yes
CCDC14		1	1	127	0.8%	No
ESYT1		1	1	127	0.8%	No
SYNE1		8	8	127	6.3%	No
SMCHD1		1	1	127	0.8%	No
DOCK9		1	1	127	0.8%	No
FTSJ3		1	1	127	0.8%	No
MUC17		2	2	127	1.6%	No
LACC1		1	1	127	0.8%	No
DNAJC16		3	2	127	1.6%	No
CHAF1A		1	1	127	0.8%	No
PARP3		2	1	127	0.8%	Yes
DCAF6		3	3	127	2.4%	No
TGM5		1	1	127	0.8%	No
B4GALT6		1	1	127	0.8%	No
TOM1L1		1	1	127	0.8%	No
CRTC3		1	1	127	0.8%	Yes
EPS8L2		2	2	127	1.6%	No
SH3RF2		1	1	127	0.8%	No
GTF3C3		1	1	127	0.8%	No
ENTREP2		1	1	127	0.8%	No
LIMA1		1	1	127	0.8%	No
CAND1		1	1	127	0.8%	No
KHNYN		1	1	127	0.8%	No
UBR4		5	4	127	3.1%	No
SH2D3C		1	1	127	0.8%	No
TOM1		1	1	127	0.8%	No
ISYNA1		1	1	127	0.8%	No
CPVL		1	1	127	0.8%	No
MAMLD1		1	1	127	0.8%	No
ZSWIM2		2	2	127	1.6%	No
SH2D3A		1	1	127	0.8%	No
ANKFY1		2	2	127	1.6%	No
RBM47		1	1	127	0.8%	No
RHOF		1	1	127	0.8%	No
EAPP		1	1	127	0.8%	No
NR4A3		1	1	127	0.8%	Yes
TAOK2		1	1	127	0.8%	No
WDR47		1	1	127	0.8%	No
SNAP29		1	1	127	0.8%	No
FRMD7		1	1	127	0.8%	No
EFTUD2		1	1	127	0.8%	No
NDST3		1	1	127	0.8%	No
KLRK1		1	1	127	0.8%	No
MMRN1		1	1	127	0.8%	No
ZP1		1	1	127	0.8%	No
YLPM1		5	3	127	2.4%	No
GLP2R		1	1	127	0.8%	No
HS6ST2		1	1	127	0.8%	No
RIC1		1	1	127	0.8%	No
CTNNBL1		1	1	127	0.8%	No
GJA3		1	1	127	0.8%	No
USHBP1		2	2	127	1.6%	No
CRAMP1		1	1	127	0.8%	No
GPR61		2	2	127	1.6%	No
HMCN1		4	4	127	3.1%	No
EHD1		1	1	127	0.8%	No
BCO2		1	1	127	0.8%	No
MEPCE		1	1	127	0.8%	No
GJB5		1	1	127	0.8%	No
FAN1		3	3	127	2.4%	No
LIPN		1	1	127	0.8%	No
ZNF583		1	1	127	0.8%	No
MAPRE3		1	1	127	0.8%	No
MLLT10		1	1	127	0.8%	Yes
CUBN		3	3	127	2.4%	No
ATF6		1	1	127	0.8%	No
STAM		1	1	127	0.8%	No
ZNF687		2	2	127	1.6%	No
EBF4		1	1	127	0.8%	No
HOMEZ		1	1	127	0.8%	No
NUP214		2	2	127	1.6%	Yes
WDFY1		1	1	127	0.8%	No
KIFAP3		1	1	127	0.8%	No
MRTFA		1	1	127	0.8%	Yes
MSL3		1	1	127	0.8%	No
IRGC		1	1	127	0.8%	No
AP3M2		1	1	127	0.8%	No
STARD3		1	1	127	0.8%	No
CD93		1	1	127	0.8%	No
GLA		1	1	127	0.8%	No
POP1		1	1	127	0.8%	No
EMILIN3		1	1	127	0.8%	No
SLC9A3R1		1	1	127	0.8%	No
ADAM12		1	1	127	0.8%	No
NRXN3		2	2	127	1.6%	No
CPNE6		2	2	127	1.6%	No
CIB3		1	1	127	0.8%	No
FAM98C		1	1	127	0.8%	No
PLA2G4D		1	1	127	0.8%	No
OR8G1		1	1	127	0.8%	No
GLB1		1	1	127	0.8%	No
PAPOLA		1	1	127	0.8%	No
KRTAP3-2		1	1	127	0.8%	No
OR10D3		1	1	127	0.8%	No
KCTD10		2	2	127	1.6%	No
NRXN1		1	1	127	0.8%	No
TM9SF2		1	1	127	0.8%	No
ARSG		1	1	127	0.8%	No
RASSF7		1	1	127	0.8%	No
RUFY3		1	1	127	0.8%	No
FBLL1		1	1	127	0.8%	No
NRXN2		1	1	127	0.8%	No
GLI1		1	1	127	0.8%	Yes
RNPS1		1	1	127	0.8%	No
FGFBP2		1	1	127	0.8%	No
SUB1		1	1	127	0.8%	No
WDR87		1	1	127	0.8%	No
CRMP1		1	1	127	0.8%	No
GCLM		2	2	127	1.6%	No
PLD4		1	1	127	0.8%	No
GLI4		1	1	127	0.8%	No
GLI3		1	1	127	0.8%	No
GLI2		1	1	127	0.8%	No
SLC22A14		1	1	127	0.8%	No
DCBLD2		1	1	127	0.8%	No
GRHPR		1	1	127	0.8%	No
OTOF		1	1	127	0.8%	No
COG1		1	1	127	0.8%	No
CMYA5		6	4	127	3.1%	No
CRYBA4		1	1	127	0.8%	No
PPP1R14B		2	2	127	1.6%	No
GLRB		1	1	127	0.8%	No
NUPR1		1	1	127	0.8%	No
AFAP1		1	1	127	0.8%	No
HSPA12A		1	1	127	0.8%	No
OR10J1		1	1	127	0.8%	No
CRYGA		2	2	127	1.6%	No
TGFBRAP1		1	1	127	0.8%	No
HS6ST1		3	3	127	2.4%	No
PLEKHA2		2	2	127	1.6%	No
SIX5		1	1	127	0.8%	No
CRYGD		1	1	127	0.8%	No
GLUL		1	1	127	0.8%	No
BRD8		3	3	127	2.4%	No
PRDM13		1	1	127	0.8%	No
OR2A14		3	2	127	1.6%	No
CSF3		1	1	127	0.8%	No
ALOXE3		1	1	127	0.8%	No
XRRA1		1	1	127	0.8%	No
MFAP5		2	2	127	1.6%	No
UFSP1		1	1	127	0.8%	No
GNA12		2	2	127	1.6%	Yes
GNA11		1	1	127	0.8%	Yes
ZNF397		1	1	127	0.8%	No
CS		1	1	127	0.8%	No
GMDS		1	1	127	0.8%	No
ZNF350		1	1	127	0.8%	No
UQCC2		1	1	127	0.8%	No
CSF2RB		2	2	127	1.6%	No
FAM182B		1	1	127	0.8%	No
C5ORF34		2	2	127	1.6%	No
METTL15		1	1	127	0.8%	No
GNAZ		1	1	127	0.8%	No
OR14A2		1	1	127	0.8%	No
GNAT2		1	1	127	0.8%	No
TRABD2A		2	2	127	1.6%	No
KMT2D		2	2	127	1.6%	Yes
MAST4		1	1	127	0.8%	No
ZNF800		3	2	127	1.6%	No
GNAS		1	1	127	0.8%	Yes
CSF3R		1	1	127	0.8%	Yes
PLEKHH2		3	3	127	2.4%	No
PTPRZ1		1	1	127	0.8%	No
CCNYL1		1	1	127	0.8%	No
ZNF766		1	1	127	0.8%	No
RBMXL3		5	5	127	3.9%	No
CCDC97		1	1	127	0.8%	No
VCAN		2	2	127	1.6%	No
NECTIN1		1	1	127	0.8%	No
MTBP		1	1	127	0.8%	No
NECTIN2		1	1	127	0.8%	No
FOXP1		2	2	127	1.6%	Yes
ADAMTS15		1	1	127	0.8%	No
TGIF2LX		1	1	127	0.8%	No
TDRD12		1	1	127	0.8%	No
KCNH8		1	1	127	0.8%	No
OTUD7A		1	1	127	0.8%	No
SRXN1		1	1	127	0.8%	No
ZDHHC21		1	1	127	0.8%	No
CST5		1	1	127	0.8%	No
PLIN4		1	1	127	0.8%	No
PXMP2		1	1	127	0.8%	No
CLUL1		1	1	127	0.8%	No
CST1		1	1	127	0.8%	No
TAF5L		1	1	127	0.8%	No
CSRP2		1	1	127	0.8%	No
CSRP1		2	2	127	1.6%	No
CSPG4		2	2	127	1.6%	No
CHCT1		1	1	127	0.8%	No
PAQR9		1	1	127	0.8%	No
NCAN		2	2	127	1.6%	No
GNL1		1	1	127	0.8%	No
CACNG5		2	2	127	1.6%	No
PWP2		1	1	127	0.8%	No
CACNG4		1	1	127	0.8%	No
TRPM6		2	2	127	1.6%	No
TEX19		1	1	127	0.8%	No
ZNF425		2	2	127	1.6%	No
ALDH1L2		1	1	127	0.8%	No
PLCXD2		1	1	127	0.8%	No
CCDC171		1	1	127	0.8%	No
MPP7		2	2	127	1.6%	No
IGHV4-31		1	1	127	0.8%	No
ATG2B		1	1	127	0.8%	No
NAIF1		1	1	127	0.8%	No
CSTF3		1	1	127	0.8%	No
ANKRD1		1	1	127	0.8%	No
CSTF2		1	1	127	0.8%	No
PPA2		1	1	127	0.8%	No
PEX5		1	1	127	0.8%	No
ZNF160		2	2	127	1.6%	No
PYCR1		1	1	127	0.8%	No
AGGF1		1	1	127	0.8%	No
ALDH18A1		1	1	127	0.8%	No
PYGL		1	1	127	0.8%	No
TMEM232		1	1	127	0.8%	No
NLRP12		1	1	127	0.8%	No
MTF1		1	1	127	0.8%	No
H2BW2		1	1	127	0.8%	No
CTH		1	1	127	0.8%	No
CCN2		1	1	127	0.8%	No
DYNC2I1		1	1	127	0.8%	No
LAMP3		1	1	127	0.8%	No
ZNF705G		2	1	127	0.8%	No
SLC6A15		1	1	127	0.8%	No
TMEM39B		1	1	127	0.8%	No
ANTXRL		1	1	127	0.8%	No
