Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MYEOV		1	1	88	1.1%	No
SIRPB2		1	1	88	1.1%	No
CLDN24		1	1	88	1.1%	No
CYP3A7		1	1	88	1.1%	No
SPATA31A6		2	2	88	2.3%	No
RAP1GDS1		1	1	88	1.1%	Yes
CYP2C9		1	1	88	1.1%	No
CEP120		1	1	88	1.1%	No
MICA		1	1	88	1.1%	No
GRIK3		2	2	88	2.3%	No
GRIK2		3	3	88	3.4%	No
DPY19L2		1	1	88	1.1%	No
GRIK1		1	1	88	1.1%	No
GRID1		2	2	88	2.3%	No
CKAP2		1	1	88	1.1%	No
LRRTM4		1	1	88	1.1%	No
ETV7		1	1	88	1.1%	No
RASA1		1	1	88	1.1%	Yes
GTSE1		1	1	88	1.1%	Yes
RASA2		1	1	88	1.1%	No
RASGRF1		1	1	88	1.1%	No
DAPK2		1	1	88	1.1%	No
CSNK1A1L		1	1	88	1.1%	No
CYP4B1		1	1	88	1.1%	No
MYBPC2		1	1	88	1.1%	No
MYBPC3		1	1	88	1.1%	No
CYP3A4		1	1	88	1.1%	No
ZNF532		1	1	88	1.1%	No
SETD5		1	1	88	1.1%	Yes
RBBP6		3	2	88	2.3%	No
DCUN1D2		1	1	88	1.1%	No
RBBP7		1	1	88	1.1%	No
SBNO1		2	2	88	2.3%	No
MYB	2.480e-2	1	1	88	1.1%	Yes
RBL1		1	1	88	1.1%	No
RBP3		3	2	88	2.3%	No
MYH1		1	1	88	1.1%	No
FANCI		1	1	88	1.1%	No
P3H2		1	1	88	1.1%	No
RCBTB1		1	1	88	1.1%	No
RTL4		1	1	88	1.1%	No
MACO1		2	2	88	2.3%	No
CHST7		1	1	88	1.1%	No
RBP1		1	1	88	1.1%	No
ZNF610		1	1	88	1.1%	No
MYH10		3	2	88	2.3%	No
MYH11		5	5	88	5.7%	Yes
PRAMEF4		1	1	88	1.1%	No
LSM14B		1	1	88	1.1%	No
NAT10		1	1	88	1.1%	No
OVCA2		1	1	88	1.1%	No
CALR3		1	1	88	1.1%	No
MYH4		1	1	88	1.1%	No
PANK4		1	1	88	1.1%	No
MYH6		1	1	88	1.1%	No
MYH7		2	2	88	2.3%	No
CARD9		1	1	88	1.1%	No
C12ORF40		1	1	88	1.1%	No
MYH8		2	2	88	2.3%	No
MYH9		2	1	88	1.1%	Yes
CHMP7		1	1	88	1.1%	No
GAB3		1	1	88	1.1%	No
MYO1A		1	1	88	1.1%	No
MYO1C		1	1	88	1.1%	No
USP40		1	1	88	1.1%	No
ZNF808		1	1	88	1.1%	No
LIPI		1	1	88	1.1%	No
ABHD16B		1	1	88	1.1%	No
MYL5		1	1	88	1.1%	No
HECTD4		1	1	88	1.1%	No
REV3L		2	2	88	2.3%	Yes
MYO9B		1	1	88	1.1%	No
IGSF3		3	3	88	3.4%	No
HSP90AA1		1	1	88	1.1%	Yes
STEAP3		1	1	88	1.1%	No
UQCC1		1	1	88	1.1%	No
CD300LG		1	1	88	1.1%	No
SPDYE3		1	1	88	1.1%	No
HSPA8		1	1	88	1.1%	No
TTC7B		4	3	88	3.4%	No
MYO1D		1	1	88	1.1%	No
MYO1E		1	1	88	1.1%	No
MYO5B		2	2	88	2.3%	No
UPF1		1	1	88	1.1%	Yes
MYO6		3	3	88	3.4%	No
AGO2		1	1	88	1.1%	Yes
MYO7B		1	1	88	1.1%	No
RFX2		1	1	88	1.1%	No
MYT1		1	1	88	1.1%	No
RFX4		2	2	88	2.3%	No
ELP2		1	1	88	1.1%	Yes
TUBG2		1	1	88	1.1%	No
DNAI7		1	1	88	1.1%	No
RFC4		1	1	88	1.1%	No
SLC35F4		1	1	88	1.1%	No
C5		2	2	88	2.3%	No
RFPL1		1	1	88	1.1%	No
RFX1		1	1	88	1.1%	No
C6		1	1	88	1.1%	No
NAP1L1		1	1	88	1.1%	No
CERKL		1	1	88	1.1%	No
TMEM143		1	1	88	1.1%	No
YIPF5		1	1	88	1.1%	No
ZFP69		2	2	88	2.3%	No
INTS14		1	1	88	1.1%	No
ELN		1	1	88	1.1%	Yes
DNAJB1		1	1	88	1.1%	Yes
FAM117A		1	1	88	1.1%	No
ELK4		1	1	88	1.1%	Yes
FILIP1		1	1	88	1.1%	No
RCC1L		1	1	88	1.1%	No
LRRC28		1	1	88	1.1%	No
NACA		1	1	88	1.1%	Yes
RGS3		1	1	88	1.1%	No
NBL1		1	1	88	1.1%	No
PROSER1		2	2	88	2.3%	No
ENG		1	1	88	1.1%	No
SPG11		1	1	88	1.1%	No
KRTAP5-10		1	1	88	1.1%	No
IMP3		1	1	88	1.1%	No
EN1		1	1	88	1.1%	No
BRPF3		1	1	88	1.1%	No
ARMC9		1	1	88	1.1%	No
CTTN		1	1	88	1.1%	No
INTU		1	1	88	1.1%	No
ALPK1		2	2	88	2.3%	No
KRTAP5-4		1	1	88	1.1%	No
NEXMIF		1	1	88	1.1%	No
ZNF25		1	1	88	1.1%	No
NCK1		1	1	88	1.1%	No
NDUFA2		1	1	88	1.1%	No
SEMA3A		1	1	88	1.1%	No
EP300		2	2	88	2.3%	Yes
ZNF384		2	2	88	2.3%	Yes
CDAN1		1	1	88	1.1%	No
ENPEP		1	1	88	1.1%	No
ENO3		1	1	88	1.1%	No
HTR2C		1	1	88	1.1%	No
NUTM2F		1	1	88	1.1%	No
CFAP300		1	1	88	1.1%	No
NCF2		1	1	88	1.1%	No
TUBA1B		1	1	88	1.1%	No
VEZF1		1	1	88	1.1%	No
KLHL30		1	1	88	1.1%	No
EPHA7		2	2	88	2.3%	Yes
ZFYVE27		1	1	88	1.1%	No
EPHA5		1	1	88	1.1%	Yes
EPHA3		1	1	88	1.1%	Yes
PCSK4		1	1	88	1.1%	No
CA4		1	1	88	1.1%	No
TRIM44		2	1	88	1.1%	No
EPB41L2		1	1	88	1.1%	No
PHYKPL		1	1	88	1.1%	No
HYDIN		1	1	88	1.1%	No
ADAMTS14		1	1	88	1.1%	No
SYCP2		2	2	88	2.3%	No
ABCA9		1	1	88	1.1%	No
EPO		1	1	88	1.1%	No
ICAM1		1	1	88	1.1%	No
EPHB6		2	2	88	2.3%	No
CACNA1A		2	2	88	2.3%	No
CACNA1C		1	1	88	1.1%	No
EPHB2		1	1	88	1.1%	No
FAM218A		1	1	88	1.1%	No
CACNA1D		1	1	88	1.1%	Yes
CACNA1E		2	2	88	2.3%	No
CACNA1F		2	2	88	2.3%	No
SELP		2	2	88	2.3%	No
SMCR8		1	1	88	1.1%	No
SEMG2		1	1	88	1.1%	No
ZNF185		1	1	88	1.1%	No
OR2J2		1	1	88	1.1%	No
SFPQ		1	1	88	1.1%	Yes
TNMD		1	1	88	1.1%	No
ERICH6		1	1	88	1.1%	No
SFRP1		1	1	88	1.1%	Yes
ZNF202		1	1	88	1.1%	No
ERBB3		3	3	88	3.4%	Yes
ERBB2	1.810e-7	5	5	88	5.7%	Yes
TTC32		1	1	88	1.1%	No
DDR1		1	1	88	1.1%	Yes
CACNB2		1	1	88	1.1%	No
CACNG1		1	1	88	1.1%	No
EPS8		3	3	88	3.4%	No
EPRS1		1	1	88	1.1%	No
ZNF429		1	1	88	1.1%	No
SLC25A20		1	1	88	1.1%	No
MAP2K4	3.940e-11	2	2	88	2.3%	Yes
ZSCAN9		1	1	88	1.1%	No
SYNPO2		1	1	88	1.1%	No
CACNG3		1	1	88	1.1%	No
FBXW12		1	1	88	1.1%	No
ZFAND5		1	1	88	1.1%	No
PCDH9		1	1	88	1.1%	No
MOAP1		1	1	88	1.1%	No
SFSWAP		1	1	88	1.1%	No
ZNF217		1	1	88	1.1%	Yes
C3ORF38		1	1	88	1.1%	No
HSPBP1		1	1	88	1.1%	No
ERCC6		1	1	88	1.1%	No
EDC4		2	2	88	2.3%	No
CAD		2	2	88	2.3%	Yes
KCTD9		2	2	88	2.3%	No
CALB2		1	1	88	1.1%	No
DCHS2		1	1	88	1.1%	No
MED18		1	1	88	1.1%	No
PTGES3L-AARSD1		1	1	88	1.1%	No
BNC2		1	1	88	1.1%	No
ERCC2		1	1	88	1.1%	Yes
ID3		1	1	88	1.1%	Yes
TRPM4		1	1	88	1.1%	No
SFRP4		1	1	88	1.1%	Yes
ZNF205		1	1	88	1.1%	No
ZP4		1	1	88	1.1%	No
MBTD1		1	1	88	1.1%	No
SRSF4		1	1	88	1.1%	No
IRAG1		1	1	88	1.1%	No
ZNF112		1	1	88	1.1%	No
ZNF230		1	1	88	1.1%	No
ADGRL4		2	2	88	2.3%	No
SGCD		1	1	88	1.1%	No
TRIM29		1	1	88	1.1%	No
PLXNB2		1	1	88	1.1%	No
ABCA10		1	1	88	1.1%	No
RASGEF1C		1	1	88	1.1%	No
SERPINA5		1	1	88	1.1%	No
S100Z		1	1	88	1.1%	No
PCK2		1	1	88	1.1%	No
TRDN		1	1	88	1.1%	No
SLC4A5		1	1	88	1.1%	No
SAAL1		1	1	88	1.1%	No
ABCA7		2	2	88	2.3%	No
SPO11		1	1	88	1.1%	No
PRND		1	1	88	1.1%	No
SLC30A4		1	1	88	1.1%	No
IFIH1		1	1	88	1.1%	No
NEK9		1	1	88	1.1%	No
SH3GL1		3	1	88	1.1%	Yes
ESD		1	1	88	1.1%	No
BACE1		1	1	88	1.1%	No
CBLC		1	1	88	1.1%	Yes
PCOLCE		1	1	88	1.1%	No
RTN3		1	1	88	1.1%	No
PCYT1A		2	2	88	2.3%	No
PIP5KL1		1	1	88	1.1%	No
ZNF619		2	2	88	2.3%	No
SHC1		1	1	88	1.1%	No
IFT20		1	1	88	1.1%	No
LUZP1		1	1	88	1.1%	No
AHNAK2		1	1	88	1.1%	No
PTRHD1		1	1	88	1.1%	No
C17ORF75		1	1	88	1.1%	No
CA14		1	1	88	1.1%	No
TTBK2		1	1	88	1.1%	No
SIRPB1		1	1	88	1.1%	No
ZXDA		1	1	88	1.1%	No
TMEM41A		1	1	88	1.1%	No
RRAGB		1	1	88	1.1%	No
PDE4D		1	1	88	1.1%	No
SI		2	2	88	2.3%	No
PDE6C		1	1	88	1.1%	No
XIRP2		1	1	88	1.1%	No
CHSY3		1	1	88	1.1%	No
PRDM2		3	3	88	3.4%	No
MRPL48		1	1	88	1.1%	No
PDE9A		3	3	88	3.4%	No
ST3GAL3		2	2	88	2.3%	No
FXR2		1	1	88	1.1%	No
GAL3ST1		1	1	88	1.1%	No
MRPS11		1	1	88	1.1%	No
MUS81		1	1	88	1.1%	No
CHMP3		1	1	88	1.1%	No
STYXL1		1	1	88	1.1%	No
ADAMTS3		1	1	88	1.1%	No
PDK4		1	1	88	1.1%	No
ENPP1		1	1	88	1.1%	No
SIM1		1	1	88	1.1%	No
PDHA2		1	1	88	1.1%	No
OR7A5		1	1	88	1.1%	No
KRTAP4-9		1	1	88	1.1%	No
NUB1		1	1	88	1.1%	No
ASB4		1	1	88	1.1%	No
NCKAP5		1	1	88	1.1%	No
PEG3		2	2	88	2.3%	No
DENND6A		1	1	88	1.1%	No
NCOA3		7	7	88	8.0%	Yes
CCSER1		1	1	88	1.1%	No
PRR27		1	1	88	1.1%	No
PDP1		1	1	88	1.1%	No
RMDN2		1	1	88	1.1%	No
CIR1		1	1	88	1.1%	No
MAP1LC3C		1	1	88	1.1%	No
PEX1		1	1	88	1.1%	No
ARHGAP35		1	1	88	1.1%	Yes
NBPF12		1	1	88	1.1%	No
FAM83B		1	1	88	1.1%	No
SUFU		1	1	88	1.1%	Yes
GRIN2B		1	1	88	1.1%	No
GRIN2A		1	1	88	1.1%	Yes
RBFOX1		1	1	88	1.1%	No
ESS2		2	1	88	1.1%	No
CHD1L		1	1	88	1.1%	No
PEX6		1	1	88	1.1%	No
GRM1		1	1	88	1.1%	No
FRG1BP		2	2	88	2.3%	No
NOL4L		1	1	88	1.1%	No
OTUD4		2	2	88	2.3%	No
ZRSR2		1	1	88	1.1%	Yes
BCAR1		1	1	88	1.1%	No
GABBR2		1	1	88	1.1%	No
TMEM50A		1	1	88	1.1%	No
STAG1		1	1	88	1.1%	Yes
VPS26A		1	1	88	1.1%	No
UBE4B		2	2	88	2.3%	No
XAF1		1	1	88	1.1%	No
MPHOSPH8		1	1	88	1.1%	No
SIGMAR1		1	1	88	1.1%	No
SMC1A		1	1	88	1.1%	Yes
CDC42BPB		1	1	88	1.1%	No
RBM10		1	1	88	1.1%	Yes
GSK3A		2	2	88	2.3%	No
PDSS1		1	1	88	1.1%	No
CCDC162P		1	1	88	1.1%	No
AK9		2	2	88	2.3%	No
DGKG		2	2	88	2.3%	No
USP9X		2	2	88	2.3%	No
CCDC180		2	2	88	2.3%	No
DGKB		1	1	88	1.1%	No
PXDNL		1	1	88	1.1%	No
RBM39		2	2	88	2.3%	No
KIF20B		2	2	88	2.3%	No
EFCAB5		2	2	88	2.3%	No
WTAP		1	1	88	1.1%	No
ENTPD4		1	1	88	1.1%	No
DAPK1		1	1	88	1.1%	No
NCAPH2		1	1	88	1.1%	No
MAP3K19		2	2	88	2.3%	No
GSTA4		1	1	88	1.1%	No
AFF4		1	1	88	1.1%	Yes
BBOF1		1	1	88	1.1%	No
XKRX		1	1	88	1.1%	No
CYP2S1		2	2	88	2.3%	No
CCDC33		1	1	88	1.1%	No
GSTM4		1	1	88	1.1%	No
AWAT2		1	1	88	1.1%	No
SYCE1		1	1	88	1.1%	No
AWAT1		1	1	88	1.1%	No
DBH		2	2	88	2.3%	No
OR6K2		1	1	88	1.1%	No
BRINP1		1	1	88	1.1%	No
TJP3		1	1	88	1.1%	No
DBN1		1	1	88	1.1%	No
TKTL1		1	1	88	1.1%	No
DSEL		1	1	88	1.1%	No
SMG8		1	1	88	1.1%	No
NALF1		1	1	88	1.1%	No
ZNF527		1	1	88	1.1%	No
GTF2F2		1	1	88	1.1%	No
VPS13D		2	2	88	2.3%	No
GNPTAB		1	1	88	1.1%	No
ZC3H12A		1	1	88	1.1%	No
EPX		1	1	88	1.1%	No
ARID1A	7.830e-2	4	4	88	4.5%	Yes
CCDC28B		1	1	88	1.1%	No
IGHV3-16		1	1	88	1.1%	No
CCDC170		1	1	88	1.1%	No
PPDPF		1	1	88	1.1%	No
MBOAT7		1	1	88	1.1%	No
AKR1C2		1	1	88	1.1%	No
GTF3C1		1	1	88	1.1%	No
APPL2		2	2	88	2.3%	No
BRF1		1	1	88	1.1%	No
IGHV3-20		1	1	88	1.1%	No
LRRC8E		1	1	88	1.1%	No
ZKSCAN2		1	1	88	1.1%	No
DCST1		1	1	88	1.1%	No
DHX9		1	1	88	1.1%	No
BRME1		1	1	88	1.1%	No
CENPO		1	1	88	1.1%	No
TRRAP		1	1	88	1.1%	Yes
LINC01560		1	1	88	1.1%	No
DMXL1		2	2	88	2.3%	No
SPIC		1	1	88	1.1%	No
ZPBP2		1	1	88	1.1%	No
DDX5		2	2	88	2.3%	Yes
GUCY2F		1	1	88	1.1%	No
ITPRIPL2		1	1	88	1.1%	No
DCDC1		1	1	88	1.1%	No
DDX1		1	1	88	1.1%	No
RSPH6A		1	1	88	1.1%	No
PTDSS2		1	1	88	1.1%	No
TAAR6		1	1	88	1.1%	No
SLC30A5		1	1	88	1.1%	No
LILRA6		1	1	88	1.1%	No
DECR1		1	1	88	1.1%	No
DDX11		1	1	88	1.1%	No
IGHV3-53		1	1	88	1.1%	No
CDRT15		1	1	88	1.1%	No
LINC01588		1	1	88	1.1%	No
DEFA4		1	1	88	1.1%	No
PGBD1		1	1	88	1.1%	No
OR2V1		1	1	88	1.1%	No
CEP128		1	1	88	1.1%	No
NDUFA6		1	1	88	1.1%	No
CCZ1		1	1	88	1.1%	No
KBTBD8		1	1	88	1.1%	No
NEB		2	2	88	2.3%	No
CEP290		1	1	88	1.1%	No
BRCC3		1	1	88	1.1%	No
COCH		1	1	88	1.1%	No
GTPBP10		1	1	88	1.1%	No
CFAP52		1	1	88	1.1%	No
MAP3K15		1	1	88	1.1%	No
FREM1		1	1	88	1.1%	No
TMEM74B		1	1	88	1.1%	No
MIS18BP1		1	1	88	1.1%	No
ATAD2		1	1	88	1.1%	No
CLDND1		1	1	88	1.1%	No
MAJIN		1	1	88	1.1%	No
CCDC74A		1	1	88	1.1%	No
NDUFV1		1	1	88	1.1%	No
C9ORF131		1	1	88	1.1%	No
TUBGCP3		1	1	88	1.1%	No
RDM1		1	1	88	1.1%	No
CALD1		1	1	88	1.1%	No
WDR33		3	3	88	3.4%	No
CALM2		1	1	88	1.1%	No
SEPTIN2		1	1	88	1.1%	No
CADM1		1	1	88	1.1%	No
GSPT2		1	1	88	1.1%	No
NEK2		1	1	88	1.1%	No
ZNF417		1	1	88	1.1%	No
TNPO2		1	1	88	1.1%	No
BRWD1		1	1	88	1.1%	No
NEFH		1	1	88	1.1%	No
CAMK2B		1	1	88	1.1%	No
NEUROD2		1	1	88	1.1%	No
CCDC137		1	1	88	1.1%	No
ACSBG2		1	1	88	1.1%	No
CPQ		2	2	88	2.3%	No
UNC93B1		1	1	88	1.1%	No
WFDC2		1	1	88	1.1%	No
DIAPH3		1	1	88	1.1%	No
SLC22A15		1	1	88	1.1%	No
CAPN3		2	2	88	2.3%	No
NEO1		1	1	88	1.1%	No
CAPN6		1	1	88	1.1%	No
GPR151		1	1	88	1.1%	No
CAPZA1		1	1	88	1.1%	No
NFATC1		1	1	88	1.1%	No
NFATC2		1	1	88	1.1%	Yes
ENPP7		1	1	88	1.1%	No
XKR4		1	1	88	1.1%	No
IFNA2		1	1	88	1.1%	No
GPRIN1		1	1	88	1.1%	No
CSMD3		3	3	88	3.4%	No
TINAG		3	3	88	3.4%	No
IMPACT		1	1	88	1.1%	No
FAM180A		1	1	88	1.1%	No
RND1		1	1	88	1.1%	No
FMNL2		1	1	88	1.1%	No
PUS1		1	1	88	1.1%	No
CARS1		2	2	88	2.3%	Yes
NF1		2	2	88	2.3%	Yes
ETFB		1	1	88	1.1%	No
NFE2L2		1	1	88	1.1%	Yes
DCBLD1		1	1	88	1.1%	No
MECOM		1	1	88	1.1%	Yes
SPHKAP		2	2	88	2.3%	No
IFNA16		1	1	88	1.1%	No
DHDH		1	1	88	1.1%	No
BSND		1	1	88	1.1%	No
CASP8	3.020e-2	1	1	88	1.1%	Yes
ADAMDEC1		1	1	88	1.1%	No
TET1		1	1	88	1.1%	Yes
CSMD2		3	3	88	3.4%	No
CASR		1	1	88	1.1%	No
LRP8		1	1	88	1.1%	No
NFKB2		1	1	88	1.1%	Yes
NFKBIE		1	1	88	1.1%	Yes
RAB15		1	1	88	1.1%	No
EXT1		1	1	88	1.1%	Yes
CCNL2		1	1	88	1.1%	No
DCAF11		1	1	88	1.1%	No
DAP3		1	1	88	1.1%	No
TRAF3IP3		1	1	88	1.1%	No
EVPL		2	2	88	2.3%	No
REEP4		1	1	88	1.1%	No
MYO18B		1	1	88	1.1%	No
BCL9L		3	3	88	3.4%	Yes
ZSCAN16		1	1	88	1.1%	No
EVI5		1	1	88	1.1%	No
MYOCD		1	1	88	1.1%	No
ZNF578		1	1	88	1.1%	No
ULBP1		1	1	88	1.1%	No
ZNF534		1	1	88	1.1%	No
OR4C5		2	2	88	2.3%	No
RUNX1	0	5	4	88	4.5%	Yes
RFPL4B		1	1	88	1.1%	No
CBFB	2.830e-12	3	3	88	3.4%	Yes
CCSAP		1	1	88	1.1%	No
SERPINA6		1	1	88	1.1%	No
ALMS1		3	3	88	3.4%	No
SYNCRIP		1	1	88	1.1%	No
F5		1	1	88	1.1%	No
IGFALS		1	1	88	1.1%	No
F2RL2		1	1	88	1.1%	No
IGF2R		1	1	88	1.1%	No
IGF1R		1	1	88	1.1%	Yes
BPIFB3		2	2	88	2.3%	No
CNTLN		1	1	88	1.1%	No
SLAMF1		2	2	88	2.3%	No
UNC13B		1	1	88	1.1%	No
NCOA2		1	1	88	1.1%	Yes
SLC4A3		2	2	88	2.3%	No
SLC1A3		1	1	88	1.1%	No
PAXX		1	1	88	1.1%	No
RBM45		1	1	88	1.1%	No
SLC4A1		1	1	88	1.1%	No
FAAH		1	1	88	1.1%	No
IGHA1		1	1	88	1.1%	No
CCN1		1	1	88	1.1%	No
ANKHD1		2	2	88	2.3%	No
BCOR		1	1	88	1.1%	Yes
NLRP7		1	1	88	1.1%	No
TBC1D8B		1	1	88	1.1%	No
F8		1	1	88	1.1%	No
RETSAT		1	1	88	1.1%	No
KRIT1		1	1	88	1.1%	No
MMS19		2	2	88	2.3%	No
SLC6A3		1	1	88	1.1%	No
FANCD2		1	1	88	1.1%	Yes
FANCA		1	1	88	1.1%	Yes
POTEH		1	1	88	1.1%	No
SEMA4A		2	1	88	1.1%	No
CCNA2		1	1	88	1.1%	No
CCNC		1	1	88	1.1%	No
MRPL15		2	2	88	2.3%	No
PTCHD4		1	1	88	1.1%	No
CASZ1		2	2	88	2.3%	No
SLC66A1		1	1	88	1.1%	No
RNF43		2	2	88	2.3%	Yes
ZBTB18		1	1	88	1.1%	No
FAM47B		2	2	88	2.3%	No
SLC5A3		1	1	88	1.1%	No
PXK		1	1	88	1.1%	No
ZNF675		2	2	88	2.3%	No
EXOC3L4		1	1	88	1.1%	No
OR5D18		1	1	88	1.1%	No
SLC6A13		1	1	88	1.1%	No
PFKL		1	1	88	1.1%	No
USP7		1	1	88	1.1%	No
BPTF		1	1	88	1.1%	No
SLITRK1		1	1	88	1.1%	No
ESCO1		1	1	88	1.1%	No
ACSL4		1	1	88	1.1%	No
IFRD2		1	1	88	1.1%	No
CAP2		1	1	88	1.1%	No
WDR49		1	1	88	1.1%	No
LRRC41		1	1	88	1.1%	No
FAP		1	1	88	1.1%	No
FLRT2		1	1	88	1.1%	No
BBS5		1	1	88	1.1%	No
PGA5		1	1	88	1.1%	No
FAT2		1	1	88	1.1%	No
FAT1		2	2	88	2.3%	Yes
FASN		1	1	88	1.1%	No
FARSA		1	1	88	1.1%	No
FLRT3		1	1	88	1.1%	No
ZBTB44		1	1	88	1.1%	No
ZC3H7A		1	1	88	1.1%	No
SLC8A1		1	1	88	1.1%	No
ECI2		1	1	88	1.1%	No
SLC9A2		1	1	88	1.1%	No
WDR91		1	1	88	1.1%	No
SLC12A4		1	1	88	1.1%	No
KIAA2026		1	1	88	1.1%	No
MACC1		1	1	88	1.1%	No
SLC13A1		2	2	88	2.3%	No
OR8K5		1	1	88	1.1%	No
BRD1		1	1	88	1.1%	No
FKBP8		1	1	88	1.1%	No
SLC12A3		1	1	88	1.1%	No
MRPL18		1	1	88	1.1%	No
SETD2		1	1	88	1.1%	Yes
AIPL1		1	1	88	1.1%	No
PDIA4		1	1	88	1.1%	No
ABCB4		2	2	88	2.3%	No
ZSCAN25		1	1	88	1.1%	No
NPAP1		1	1	88	1.1%	No
BHMT2		1	1	88	1.1%	No
COL22A1		2	2	88	2.3%	No
BNIPL		1	1	88	1.1%	No
OLAH		1	1	88	1.1%	No
PGM5		1	1	88	1.1%	No
ZNF483		1	1	88	1.1%	No
PPIL2		1	1	88	1.1%	No
OR8U3		1	1	88	1.1%	No
NCOR2		4	4	88	4.5%	Yes
PHKA2		1	1	88	1.1%	No
RIN1		1	1	88	1.1%	No
NCOR1	2.820e-6	4	4	88	4.5%	Yes
MRGPRF		1	1	88	1.1%	No
SLC22A1		1	1	88	1.1%	No
SLC29A3		1	1	88	1.1%	No
SLCO2A1		1	1	88	1.1%	No
NFE2L3		3	3	88	3.4%	No
BCCIP		1	1	88	1.1%	No
TUBB8		1	1	88	1.1%	No
CARTPT		1	1	88	1.1%	No
LRRN2		1	1	88	1.1%	No
MCRS1		1	1	88	1.1%	No
SMARCA1		1	1	88	1.1%	Yes
SERPINA1		1	1	88	1.1%	No
KCNIP2		1	1	88	1.1%	No
OR5M8		1	1	88	1.1%	No
KIF4A		2	2	88	2.3%	No
OR5M3		1	1	88	1.1%	No
MS4A14		1	1	88	1.1%	No
PASD1		1	1	88	1.1%	No
TM7SF3		1	1	88	1.1%	No
SERPINI1		2	1	88	1.1%	No
CLCA2		1	1	88	1.1%	No
OR5K2		1	1	88	1.1%	No
PRPF6		1	1	88	1.1%	No
RNASEK		1	1	88	1.1%	No
TRIM63		1	1	88	1.1%	No
RSF1		1	1	88	1.1%	No
CFAP65		1	1	88	1.1%	No
TFIP11		2	2	88	2.3%	No
MCEMP1		1	1	88	1.1%	No
AATK		2	2	88	2.3%	No
CARD6		2	2	88	2.3%	No
AHI1		1	1	88	1.1%	No
ACOX3		1	1	88	1.1%	No
SAMD9		1	1	88	1.1%	No
POM121L2		1	1	88	1.1%	No
ZNF592		2	2	88	2.3%	No
MUC16		12	9	88	10.2%	No
PIK3C2B		1	1	88	1.1%	Yes
MICAL2		1	1	88	1.1%	No
PIK3C3		1	1	88	1.1%	Yes
TMEM18		1	1	88	1.1%	No
SH3PXD2A		1	1	88	1.1%	No
GPR179		1	1	88	1.1%	No
KNL1		1	1	88	1.1%	Yes
SLC17A6		1	1	88	1.1%	No
FEZ1		1	1	88	1.1%	No
ZNF562		1	1	88	1.1%	No
QPCTL		1	1	88	1.1%	No
PIK3R1	1.670e-3	1	1	88	1.1%	Yes
PI4KA		2	2	88	2.3%	No
TTLL4		3	3	88	3.4%	No
PIK3CA	2.690e-12	33	33	88	37.5%	Yes
TRIM49		1	1	88	1.1%	No
FREM3		1	1	88	1.1%	No
RPGRIP1		1	1	88	1.1%	No
SLCO1B7		1	1	88	1.1%	No
GIN1		1	1	88	1.1%	No
LPIN2		1	1	88	1.1%	No
H2AC17		1	1	88	1.1%	Yes
MDH1B		1	1	88	1.1%	No
TEC		1	1	88	1.1%	Yes
H2AC6		1	1	88	1.1%	Yes
TMEM151A		1	1	88	1.1%	No
MFSD8		1	1	88	1.1%	No
H2AC13		2	2	88	2.3%	No
TEP1		2	2	88	2.3%	No
KIAA0040		1	1	88	1.1%	No
H2BC6		2	1	88	1.1%	No
TESK1		1	1	88	1.1%	No
WSCD2	5.210e-2	4	4	88	4.5%	No
ZNF554		1	1	88	1.1%	No
SMARCAL1		1	1	88	1.1%	No
ESRP1		1	1	88	1.1%	No
EIF5B		1	1	88	1.1%	No
TFAP2C		1	1	88	1.1%	No
TBC1D10C		1	1	88	1.1%	No
H3C3		1	1	88	1.1%	Yes
CEPT1		1	1	88	1.1%	No
ANAPC10		1	1	88	1.1%	No
FBXL13		1	1	88	1.1%	No
TFAP2A		2	2	88	2.3%	No
ZNRF4		1	1	88	1.1%	No
CFAP299		1	1	88	1.1%	No
GON4L		5	5	88	5.7%	No
TENT5C		1	1	88	1.1%	Yes
CROCC		3	3	88	3.4%	No
EMC2		2	2	88	2.3%	No
TG		1	1	88	1.1%	No
H4C13		1	1	88	1.1%	No
TFE3		2	2	88	2.3%	Yes
GOLGA6L6		1	1	88	1.1%	No
SNRK		1	1	88	1.1%	No
TFDP2		1	1	88	1.1%	No
TGFBR2		1	1	88	1.1%	Yes
TGFBR3		1	1	88	1.1%	No
ZNF812P		1	1	88	1.1%	No
MIR1915HG		1	1	88	1.1%	No
MCOLN3		1	1	88	1.1%	No
RIC8A		1	1	88	1.1%	No
SWI5		2	2	88	2.3%	No
DIO2		1	1	88	1.1%	No
TNFRSF21		1	1	88	1.1%	No
RHOT1		3	3	88	3.4%	No
PLA2G12A		1	1	88	1.1%	No
DIAPH2		1	1	88	1.1%	No
DLG1		2	2	88	2.3%	No
THBS1		2	2	88	2.3%	No
ACOT1		1	1	88	1.1%	No
THBS3		2	2	88	2.3%	No
FBXW7	2.120e-2	2	2	88	2.3%	Yes
KLHL20		1	1	88	1.1%	No
BRIX1		1	1	88	1.1%	No
PDCD4		1	1	88	1.1%	No
CCDC91		1	1	88	1.1%	No
PLA2G4F		1	1	88	1.1%	No
CFAP36		1	1	88	1.1%	No
SNX10		1	1	88	1.1%	No
TCHH		3	3	88	3.4%	No
PIP5K1B		1	1	88	1.1%	No
